Canonical SMILES,Molecular Weight,LogP,Labute ASA,TPSA,Num H Donors,Num H Acceptors,Num Rotatable Bonds,Num Rings,Docking Score
COC(=O)OCC(F)(F)C(F)(F)F,208.082,1.967,69.41530905910469,35.53,0.0,3.0,2.0,0.0,-5.3199821
CCC(C)(C)c1ccc(OCCCCCC(=O)Nc2ccc(NC(=O)C(F)(F)C(F)(F)C(F)C(F)(F)F)c(O)c2)c(C(C)(C)CC)c1,682.6929999999999,9.4548,268.8071125003061,87.66000000000001,3.0,4.0,16.0,2.0,-9.6898727
CC(=O)OC(C(CO)C(F)(F)C(F)(F)F)C(CO)[N+](C)(C)CC(=O)[O-],381.29400000000015,-1.0885999999999996,139.73532925820118,106.89,2.0,6.0,9.0,0.0,-7.0151606
CCCSSC(C(F)(F)F)C(F)(F)F,258.25199999999995,4.271000000000001,85.20335615445013,0.0,0.0,2.0,4.0,0.0,-5.3914242
O=C(COC(=O)C(F)(C(F)(F)F)S(=O)(=O)O)OC1C2CC3C(=O)OC1C3C2,420.28900000000016,0.1387000000000002,148.21704255039865,133.27,1.0,8.0,5.0,3.0,-7.5606141
O=[N+]([O-])c1cccc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c1,341.1289999999999,4.519500000000001,115.0339659259193,43.14,0.0,2.0,4.0,1.0,-6.0326195
O=C(F)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F,830.1000000000006,9.030100000000004,247.4302057352405,53.99000000000001,0.0,5.0,13.0,0.0,-7.5568395
O=P(O)(O)OCC(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,674.1340000000002,6.126700000000005,203.64065702260973,86.99000000000001,3.0,3.0,13.0,0.0,-7.9148188
O=S(=O)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,352.09599999999995,3.3467,101.10633974492475,34.14,0.0,2.0,4.0,0.0,-5.1924586
OCCCSCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,538.263,6.5015000000000045,170.85000202789607,20.23,1.0,2.0,12.0,0.0,-7.721312
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)Br,448.951,5.712900000000001,123.27948236374408,0.0,0.0,0.0,5.0,0.0,-5.5918746
O=C(O)CCSC(CO)C(CO)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,912.3400000000006,8.9849,285.50595338261945,77.76,3.0,4.0,20.0,0.0,-7.8251629
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCS,680.211,8.856900000000001,206.776950251543,0.0,1.0,1.0,12.0,0.0,-7.7316957
CCOC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F,474.13499999999993,5.261700000000002,148.312305948166,26.3,0.0,2.0,9.0,0.0,-6.6835756
C[N+](C)(C)CC(O)CS(=O)(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,428.33699999999993,2.3266,143.6328702033096,54.37,1.0,3.0,9.0,0.0,-7.4046116
O=S(=O)([O-])C(F)(F)C(F)(F)C(F)CCCCCC(F)(F)F,351.235,3.6106000000000025,114.61170717645292,57.2,0.0,3.0,8.0,0.0,-6.1500669
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)CCBr,326.9839999999999,4.2396,91.92132783179004,0.0,0.0,0.0,4.0,0.0,-5.3606834
C[N+](C)(C)CC(O)CS(=O)(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,928.4070000000004,8.6796,290.5929994058003,54.37,1.0,3.0,19.0,0.0,-8.7717085
FC(F)(F)C1(C(F)(F)F)OI(Cl)c2ccccc21,404.475,4.781500000000001,108.70502954057702,9.23,0.0,1.0,0.0,2.0,-5.8751068
FC(C(F)(F)F)C(F)(F)COCC1CO1,238.12699999999995,1.9375,81.14337543725112,21.76,0.0,2.0,5.0,1.0,-5.45151
FC(F)(F)C(F)(F)Cl,154.46500000000003,2.3803,46.23513638373901,0.0,0.0,0.0,0.0,0.0,-3.8116796
CCCCCC(CO)C(O)(C(F)(F)F)C(F)(F)F,282.22399999999993,3.0309000000000026,100.60540997934844,40.46,2.0,2.0,6.0,0.0,-6.2817192
O=P(OCC(F)(F)C(F)(F)C(F)(F)F)(OCC(F)(F)C(F)(F)C(F)(F)F)OCC(F)(F)C(F)(F)C(F)(F)F,644.1080000000003,7.643000000000005,193.1201041106389,44.760000000000005,0.0,4.0,12.0,0.0,-7.5238218
CCC(C)C(=O)OC(C(F)(F)F)(C(F)(F)F)C(F)(F)F,320.1509999999999,4.001400000000002,106.42367389888916,26.3,0.0,2.0,3.0,0.0,-5.4537215
NCCSC(F)(F)C(F)(F)F,195.156,1.8334,64.12475510802851,26.02,1.0,2.0,3.0,0.0,-4.6552839
FC(F)=C(F)C1(F)C(F)(F)OC1(C(F)(F)F)C(F)(F)F,328.052,4.2587,100.3334395931174,9.23,0.0,1.0,1.0,1.0,-5.1843638
FC1=C(OCc2ccccc2)C(F)(F)C(F)(F)C1(F)F,300.17299999999994,4.303800000000001,108.19791467015364,9.23,0.0,1.0,3.0,2.0,-5.449048
FC(C(F)C(F)(F)C(F)(F)F)C(F)(F)F,252.051,3.4225000000000003,75.85437351467833,0.0,0.0,0.0,2.0,0.0,-4.9069109
FC(F)=C(F)OC(F)(F)C(F)(F)F,216.027,3.1932,65.58230279175189,9.23,0.0,1.0,2.0,0.0,-4.5851088
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)N(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,671.0850000000003,8.565500000000004,196.9829038354039,3.24,0.0,1.0,9.0,0.0,-7.0790849
C[N+](C)(CC=O)CC(CC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)OC=O,392.238,2.661600000000001,135.64982749892144,43.370000000000005,0.0,3.0,10.0,0.0,-6.9652896
FC(F)(F)C(F)(F)Oc1ccc(Cl)cc1,246.56200000000004,3.873900000000001,86.40577581930991,9.23,0.0,1.0,2.0,1.0,-5.0338039
O=C(OOC(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,326.042,2.383,100.69874560391452,52.6,0.0,4.0,2.0,0.0,-5.3173771
O=S(=O)(C(F)(F)F)C(F)(F)C(F)(F)F,252.08199999999997,2.0761,71.41881686181924,34.14,0.0,2.0,1.0,0.0,-4.4602509
FC1=C(Cl)C(F)(F)C1(F)F,178.48699999999997,2.6905,57.26958642681874,0.0,0.0,0.0,0.0,1.0,-4.3110313
CC(=O)C(F)=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,424.103,5.464800000000002,131.97868016915203,17.07,0.0,1.0,6.0,0.0,-6.3314648
CC(C)(CS(=O)(=O)O)NC(=O)CCS(=O)(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,819.4460000000006,6.244000000000002,258.7498712238984,117.61,2.0,5.0,17.0,0.0,-8.8906946
Cc1ccc2c(c1)C(C(F)(F)F)(C(F)(F)F)OS2,288.21199999999993,4.352220000000001,102.3242119720417,9.23,0.0,2.0,0.0,2.0,-6.1098061
OCC1CC(F)(F)C1(F)F,158.094,1.2692,54.649563695787705,20.23,1.0,1.0,1.0,1.0,-4.3319178
Cc1ccc2c(c1)CC(F)(F)C2(F)F,204.166,3.278220000000002,78.54748203525911,0.0,0.0,0.0,0.0,2.0,-5.2788544
OCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,428.135,5.133000000000002,133.30099485348853,20.23,1.0,1.0,8.0,0.0,-6.2719254
O=C(CC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,808.1410000000004,9.262900000000004,243.8674311460498,34.14,0.0,2.0,14.0,0.0,-8.454916
OCCCOCCOCC(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,646.2810000000002,5.797700000000004,209.5390554771795,58.92,2.0,4.0,17.0,0.0,-9.2323723
FC(=CI)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F,421.975,5.0386000000000015,111.32202823525716,0.0,0.0,0.0,5.0,0.0,-5.539681
FC1(F)SC2CCCCCC2C1(F)F,228.254,3.9102000000000015,84.43237727301413,0.0,0.0,1.0,0.0,2.0,-5.2222791
CC(C)(C)C(=O)C=C(O)C(F)(F)C(F)(F)C(F)(F)F,296.1819999999999,3.876400000000002,103.44863069793816,37.3,1.0,2.0,3.0,0.0,-6.3209376
C[N+](C)(CCCNC(=O)C(F)(F)C(F)(F)C(F)(F)F)CC(=O)[O-],356.23800000000006,0.1519000000000002,126.18436528496956,69.23,1.0,3.0,8.0,0.0,-6.58427
CCOC(=O)c1ccc(C(F)(F)C(F)(F)C(F)(F)F)nc1,319.176,3.5477000000000016,113.27451893685738,39.19,0.0,3.0,4.0,1.0,-5.884316
CCOC(=O)C(=O)CC(C(F)(F)F)C(F)(F)F,266.13699999999994,2.2495000000000003,91.7236476757576,43.370000000000005,0.0,3.0,4.0,0.0,-5.6540451
FC(F)(F)C(F)(F)c1ccccc1,196.11800000000005,3.340700000000002,70.98896436292135,0.0,0.0,0.0,1.0,1.0,-4.970839
Cc1ccc(S(=O)(=O)OCC(F)(F)C(F)(F)C(F)(F)F)cc1,354.24299999999994,3.533220000000002,120.36280899931512,43.370000000000005,0.0,3.0,5.0,1.0,-6.3141036
FC(F)(F)C(F)(F)c1cccc2ccccc12,246.17800000000005,4.493900000000003,93.67062889465656,0.0,0.0,0.0,1.0,2.0,-5.6562405
CN(C)CCCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,534.2850000000001,4.1891000000000025,169.30711707631224,49.41,1.0,3.0,11.0,0.0,-7.8485885
O=C1CC(C(F)(F)F)(C(F)(F)F)O1,208.057,1.7967,67.4614680789948,26.3,0.0,2.0,0.0,1.0,-4.7839117
FC(F)(Cl)C(F)(F)C(Cl)(Cl)Cl,253.837,3.8234999999999992,79.34434177585439,0.0,0.0,0.0,1.0,0.0,-4.4803853
CCCCCCCCCCCCC(Oc1ccccc1C#N)/C(O)=N\c1ccc(NC(=O)C(F)(F)C(F)(F)C(F)(F)F)c(O)c1,647.6320000000004,9.38188,256.2824445044598,114.94,3.0,5.0,18.0,2.0,-10.056006
OOOOOOOOOOOOOOOC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,2610.320000000003,29.33040000000001,772.6464529536921,149.45000000000002,1.0,15.0,59.0,0.0,-8.32057
O=S(=O)(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)C(F)(F)F,632.1570000000002,6.449800000000003,185.6590870462134,54.370000000000005,1.0,2.0,10.0,0.0,-7.6071324
[N-]=[N+]=NCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,503.156,7.086300000000004,158.33649604031643,48.760000000000005,0.0,1.0,10.0,0.0,-7.3680873
O=C(O)C(F)(F)C(F)C(F)(F)OC(F)(F)F,262.052,2.1736000000000004,81.59260379057251,46.53,1.0,2.0,4.0,0.0,-4.972753
O=C(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)SC(=O)C(O)C(=O)O,410.2100000000001,2.466700000000001,135.7096925136237,91.67,2.0,5.0,7.0,0.0,-6.6557598
O=S(=O)(OC1=CCCC1)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,366.2009999999999,3.8263000000000016,117.40111987097652,43.370000000000005,0.0,3.0,5.0,1.0,-6.1936312
COc1cc(C(=O)C=C(C(F)(F)F)C(F)(F)F)cc(OC)c1OC,358.2340000000001,3.946100000000002,132.1567072086074,44.760000000000005,0.0,4.0,5.0,1.0,-6.7194848
C[N+](C)(CCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CC(=O)[O-],913.2970000000004,9.0494,286.46019392991,40.13,0.0,2.0,19.0,0.0,-7.3804317
FC(F)(F)C(F)(Cl)C(F)(F)F,204.472,3.0156,60.931149303988086,0.0,0.0,0.0,0.0,0.0,-3.9343965
CCCCCC(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(=O)O,548.2330000000001,7.071800000000006,177.61829833136778,37.3,1.0,1.0,13.0,0.0,-8.1288309
O=C(CC(F)(C(F)(F)F)C(F)(F)F)c1ccccc1,288.162,4.092300000000002,102.57638361200743,17.07,0.0,1.0,3.0,1.0,-5.8641758
OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,800.1370000000004,9.435200000000004,238.1392139866879,20.23,1.0,1.0,14.0,0.0,-8.1998949
O=C(C(F)(F)C(F)(F)F)C(F)(Br)C(F)(F)F,326.93999999999994,3.3761,89.71790781743721,17.07,0.0,1.0,2.0,0.0,-4.9504724
FC(C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,352.06499999999994,4.693100000000001,105.24639935517648,0.0,0.0,0.0,4.0,0.0,-5.3830304
CNC(=S)NCC(F)(F)C(F)(F)C(F)(F)F,272.189,1.9132,91.1812140347172,24.06,2.0,1.0,3.0,0.0,-5.5204511
COC(=O)C(F)(F)C(F)(F)C(=O)F,206.066,0.9261,68.46328592964157,43.370000000000005,0.0,3.0,3.0,0.0,-4.8744068
O=c1oc(=O)n(CCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c2ccccc12,623.259,6.744300000000002,207.4990132509792,52.21,0.0,4.0,10.0,2.0,-8.7757673
C[N+](C)(CCCN(CCC(=O)O)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CC(=O)[O-],714.3910000000002,3.276200000000001,234.15929524621453,114.81,1.0,5.0,17.0,0.0,-9.2423859
O=S(=O)(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,414.139,3.613,122.70949996229083,54.370000000000005,1.0,2.0,6.0,0.0,-6.3737226
O=C(Oc1ccc([N+](=O)[O-])cc1)N1CC(F)(F)C(F)(F)C1,308.187,2.679800000000001,114.60030087190954,72.67999999999999,0.0,4.0,2.0,2.0,-6.1277919
O=C(Cl)c1cc(OC(F)=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc(C(=O)Cl)c1,649.0799999999999,8.305600000000002,211.61338707877917,43.370000000000005,0.0,3.0,10.0,1.0,-7.4206786
CO[Si](CCCNC(=O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)(OC)OC,569.387,5.109700000000004,189.91693890120428,66.02000000000001,1.0,5.0,14.0,0.0,-8.7919312
O=S(=O)(O)C(F)(C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,500.1259999999999,4.841100000000001,145.7365836883924,54.370000000000005,1.0,2.0,6.0,0.0,-6.1917696
C=CC(=O)OCCN(C)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,511.256,3.6735000000000015,164.0116483842181,63.68,0.0,4.0,10.0,0.0,-7.4545774
CC(=O)n1nc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,546.152,6.392600000000003,172.82921707313992,34.89,0.0,3.0,6.0,1.0,-7.1010857
O=S(=O)(O)OC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,566.1320000000001,5.408000000000001,165.75514571420635,63.60000000000001,1.0,3.0,9.0,0.0,-7.2239218
FC1(F)C(F)(F)C(F)(Cl)C1(F)Cl,232.938,3.0798000000000005,72.42799108881088,0.0,0.0,0.0,0.0,1.0,-4.2362204
O=[N+]([O-])c1ccccc1S(=O)(=O)OCC(F)(F)C(F)F,317.2159999999999,2.2005,109.789294284243,86.51,0.0,5.0,6.0,1.0,-6.1371012
Oc1ccc2c(c1)CCCC(c1ccccc1)=C2c1ccc(OCCCCCSCCC(F)(F)C(F)(F)C(F)(F)F)cc1,626.6780000000006,10.192899999999996,250.5139258894125,29.46,1.0,3.0,13.0,4.0,-10.167142
NCCCNS(=O)(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,484.2779999999999,3.3835000000000024,154.1911611828725,72.19,2.0,3.0,11.0,0.0,-7.7454062
C[N+](C)(CC[O-])CCCN(CCO)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,672.3980000000003,3.4042000000000026,219.4713089317304,80.67,1.0,4.0,16.0,0.0,-8.9066906
O=C(O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,492.125,5.8606000000000025,152.15852987378136,37.3,1.0,1.0,9.0,0.0,-6.9135404
FC(=C(F)C(C(F)(F)F)(C(F)(F)F)C(F)(F)F)C(F)(F)C(F)(F)C(F)=C(F)C(C(F)(F)F)(C(F)(F)F)C(F)(F)F,662.1020000000002,9.904800000000002,198.40821292669904,0.0,0.0,0.0,5.0,0.0,-6.6518593
CCCCCCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,616.4400000000002,11.086999999999987,213.2171372799043,0.0,0.0,0.0,19.0,0.0,-9.3355742
O=C(O)CCC(F)(F)C(F)(F)OC(F)(C(F)(F)F)C(F)(F)F,358.10299999999995,3.8863,113.18403634254103,46.53,1.0,2.0,6.0,0.0,-5.8147268
Cc1cc(C(F)(C(F)(F)F)C(F)(F)F)ccc1NC(=O)c1ccccc1/C(O)=N/C(C)(C)CS(C)=O,540.5010000000003,5.998420000000005,204.4368031296912,78.75999999999999,2.0,3.0,7.0,2.0,-8.6315374
O=P(C(F)(F)C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F,554.0300000000001,7.720700000000004,158.42463130454675,17.07,0.0,1.0,6.0,0.0,-6.1916828
O=C(O)CCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,454.32,7.075500000000004,158.99002802820704,37.3,1.0,1.0,14.0,0.0,-8.0293989
FC(F)(F)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)c1cc2ccccc2s1,418.227,6.392900000000002,140.5125761553222,9.23,0.0,2.0,4.0,2.0,-6.5151505
FC(C(Cl)C(F)(F)F)C(F)(F)F,218.499,3.0565,67.29609141838469,0.0,0.0,0.0,1.0,0.0,-4.5539808
CCN(CCP(=O)(O)O)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,635.2290000000003,4.782700000000003,193.1397336192965,94.91,2.0,3.0,12.0,0.0,-8.5142212
CN(C)CC(OCO)C(OC=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,995.3020000000006,9.516399999999996,311.1733258225774,59.00000000000001,1.0,5.0,22.0,0.0,-7.9609489
CN(CCO)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,357.1939999999999,1.666,111.73356565535975,57.61,1.0,3.0,6.0,0.0,-6.2149105
C[N+](C)(CCCN(CC(=O)O)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)F)CC(=O)O,451.3370000000001,1.0443000000000002,154.31428853057255,111.98,2.0,4.0,11.0,0.0,-7.860734
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)CCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,578.3220000000005,9.823799999999997,191.9229042252441,0.0,0.0,0.0,15.0,0.0,-8.5303125
OC(c1ccccc1)(c1ccccc1)c1ccc(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1,706.4360000000003,9.912799999999995,253.16829039192967,20.23,1.0,1.0,12.0,3.0,-9.1397419
CCN(CC(=O)O)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,885.2740000000005,8.501400000000004,269.22015907229087,74.68,1.0,3.0,17.0,0.0,-7.2091875
Cc1cc(C(CO)(C(F)(F)F)C(F)(F)F)cc(C(CO)(C(F)(F)F)C(F)(F)F)n1,453.223,4.099420000000002,153.51042246951982,53.35,2.0,3.0,4.0,1.0,-6.5537696
O=S(=O)([O-])CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,427.158,3.6605000000000008,129.07444207668746,57.2,0.0,3.0,7.0,0.0,-6.287189
FC(F)(F)C(F)(F)COCC1CO1,206.11,1.5993999999999997,70.61289791992829,21.76,0.0,2.0,4.0,1.0,-4.9173212
OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,300.06699999999995,3.0822000000000003,91.1790847841972,20.23,1.0,1.0,4.0,0.0,-4.9335632
Cc1cc(C(F)(C(F)(F)F)C(F)(F)F)cc(C)c1NC(=O)c1c(F)ccc(NC(=O)c2ccccc2)c1F,548.4050000000002,7.375640000000004,209.01277352604092,58.2,2.0,2.0,5.0,3.0,-8.5772667
FC(F)(F)C1(F)C(F)(F)C(F)(C(F)(F)F)C(F)(C(F)(F)F)C(F)(F)C1(F)C(F)(F)F,500.07,6.353000000000003,148.32860696239447,0.0,0.0,0.0,0.0,1.0,-5.0914292
CC[Si](CC)(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)OC,414.331,6.111700000000004,137.19236472217304,9.23,0.0,1.0,9.0,0.0,-7.4864941
FC(F)(F)C(F)(F)CCCCCCCCCCCCCCS,348.4650000000001,7.185100000000005,136.19612642181158,0.0,1.0,1.0,14.0,0.0,-7.5749617
C[N+](C)(C)CCCNC(=O)CS(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,553.4050000000001,4.076500000000003,187.4207866258461,46.17,1.0,2.0,13.0,0.0,-8.5305405
O=C(CC(O)(C(F)(F)F)C(F)(F)F)C(Cl)C(O)(C(F)(F)F)C(F)(F)F,424.565,3.2644,133.69846860943468,57.53,2.0,3.0,4.0,0.0,-6.0167871
NC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,285.0559999999999,3.0061,85.35979961461727,26.02,1.0,1.0,3.0,0.0,-4.8060226
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)[C](F)(F)[Cd][C](F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,750.4920000000004,8.461500000000004,205.39552001928783,0.0,0.0,0.0,10.0,0.0,-7.2573991
C=C(F)C(F)(F)OC(F)(C(F)(F)F)C(F)(F)OC(F)(C(=O)O)C(F)(F)F,422.093,4.2292000000000005,132.30399146011277,55.760000000000005,1.0,3.0,7.0,0.0,-6.1410561
O=C(O)C(F)(F)OC(F)(F)/C(F)=C(\F)C(F)(F)F,292.05299999999994,2.9861,91.4334782757111,46.53,1.0,2.0,4.0,0.0,-5.4140434
C[N+](C)(C)CCCN(CCC(=O)[O-])S(=O)(=O)C(F)(F)C(F)(F)F,370.34,0.0095999999999996,130.66251975808373,77.51,0.0,4.0,9.0,0.0,-7.1362171
OC(CC1CC2C=CC1C2)(C(F)(F)F)C(F)(F)F,274.2039999999999,3.4444000000000017,99.47485300230632,20.23,1.0,1.0,2.0,2.0,-5.700429
FC(OC(F)(F)C(F)Cl)C(F)(F)F,234.498,2.9881,72.40963664789157,9.23,0.0,1.0,3.0,0.0,-4.5917878
O=S(=O)(O)C1(F)C(F)(F)C(F)(F)C(F)(C(F)(F)C(F)(F)F)C1(F)F,412.12299999999993,3.3654,121.70366880876163,54.370000000000005,1.0,2.0,2.0,1.0,-5.246995
CCCN(CC(=O)O)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,399.231,2.5385,128.62497198419672,74.68,1.0,3.0,8.0,0.0,-6.5583267
CCN(CCC[N+](C)(C)CCC(=O)[O-])S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)F,434.374,1.0349999999999997,151.7234747927294,77.51,0.0,4.0,11.0,0.0,-7.7235475
O=C(O)CCCCNC(=O)SCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,823.3530000000004,9.624799999999995,262.60178643577774,66.4,2.0,3.0,18.0,0.0,-7.7698998
CCOP(=O)(CCCN(CC)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)OCC,705.3640000000001,7.261200000000006,225.6030671459013,72.91,0.0,5.0,17.0,0.0,-8.5345011
O=S(=O)(F)OC(F)(F)C(F)(F)Cl,234.529,1.6417000000000002,68.47858091369787,43.370000000000005,0.0,3.0,3.0,0.0,-4.8088284
O=S(=O)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,302.08899999999994,2.7114,86.41032682467569,34.14,0.0,2.0,3.0,0.0,-4.8109903
O=C1C=NC(C(F)(F)F)(C(F)(F)F)O1,221.05599999999995,1.4348999999999998,72.35679056485492,38.66,0.0,3.0,0.0,1.0,-4.8909411
